model_key,problem_idx,sample_idx,mean_logprob,total_logprob,response_length_tokens,response_length_chars,sqrt_length_normalized_logprob,length_penalized_logprob,boxed_answer_present,extracted_answer_present,answer_format_valid,final_answer_length,contains_therefore,equation_count,latex_marker_count,correct
70B,401,0,-0.0764307220041685,-144.98907964190767,1897,5375,-3.3289067334112703,-19.046430722004168,1,1,1,1,0,0,21,0
70B,401,1,-0.025479790257778384,-23.49236661767167,922,1947,-0.7736798912193006,-9.245479790257779,1,1,1,1,0,0,16,0
70B,401,2,-0.08696679736796101,-129.66749487562987,1491,3911,-3.3580897474695384,-14.99696679736796,1,1,1,1,0,0,24,0
70B,401,3,-0.08435286815297337,-116.49131091925622,1381,3863,-3.1347051202527885,-13.894352868152973,1,1,1,1,0,0,17,0
70B,401,4,-0.05952619037593958,-71.07427130887186,1194,3025,-2.056886142877891,-11.999526190375938,1,1,1,1,0,0,13,0
70B,401,5,-0.10408201479315035,-124.06576163343522,1192,3651,-3.5934683020244758,-12.02408201479315,1,1,1,1,0,0,0,0
70B,401,6,-0.04238076094990327,-73.57300100903208,1736,4302,-1.7658085309938847,-17.402380760949903,1,1,1,9,0,0,41,0
70B,401,7,-0.04621561695582952,-66.08833224683622,1430,3643,-1.7476593055768561,-14.34621561695583,1,1,1,1,1,0,6,0
70B,401,8,-0.0658788086465919,-134.91980010822022,2048,5151,-2.98133454915175,-20.54587880864659,0,0,0,0,0,0,56,0
70B,401,9,-0.10004601977023775,-135.06212668982096,1350,3916,-3.6759254885022057,-13.600046019770238,1,1,1,1,0,0,4,0
70B,401,10,-0.10672117136368638,-87.29791817549545,818,2263,-3.0523001302788235,-8.286721171363686,1,1,1,1,0,0,0,0
70B,401,11,-0.05465297245897068,-70.6662933894491,1293,3582,-1.9652284819814474,-12.98465297245897,1,1,1,1,1,0,11,0
70B,401,12,-0.09511665037455985,-94.26060052118882,991,3254,-2.9942866569301563,-10.00511665037456,1,1,1,1,0,0,2,0
70B,401,13,-0.031095898375380408,-61.91193366538239,1991,4276,-1.3875183593315168,-19.94109589837538,1,1,1,1,0,0,69,0
70B,401,14,-0.06621420100102118,-62.704848347967065,947,2254,-2.037633782663323,-9.536214201001021,1,1,1,1,0,0,11,0
70B,401,15,-0.07023338200254921,-143.83796634122078,2048,5752,-3.178400043498737,-20.55023338200255,0,0,0,0,1,0,14,0
70B,401,16,-0.06682471140508525,-134.45131934703153,2012,5450,-2.997444013388463,-20.186824711405087,1,1,1,1,0,0,15,0
70B,401,17,-0.0903278357497583,-90.23750791400855,999,2935,-2.854988405112021,-10.080327835749758,1,1,1,1,0,0,5,0
70B,401,18,-0.0713413047061572,-116.42900928044855,1632,4605,-2.882047436756114,-16.391341304706156,1,1,1,1,0,0,22,0
70B,401,19,-0.05865993137342043,-71.5064563441995,1219,2917,-2.0480634321004874,-12.24865993137342,1,1,1,1,0,0,9,0
70B,401,20,-0.09262550562522326,-120.69103382966591,1303,3586,-3.3435113328510986,-13.122625505625225,1,1,1,1,0,0,0,0
70B,401,21,-0.13065638321850953,-152.2146864495636,1165,3482,-4.459576258372476,-11.78065638321851,1,1,1,1,0,0,2,0
70B,401,22,-0.0877212398356191,-63.861062600330705,728,2087,-2.366848450687347,-7.367721239835619,1,1,1,9,0,0,18,0
70B,401,23,-0.1087230677385417,-107.4183909256792,988,2858,-3.4174342704692613,-9.988723067738542,1,1,1,1,0,0,4,0
70B,401,24,-0.05669594450897699,-47.62459338754067,840,1962,-1.6432045837212719,-8.456695944508978,1,1,1,1,1,0,4,0
70B,401,25,-0.0747771277556179,-104.0149847080645,1391,4160,-2.788896161568871,-13.984777127755619,1,1,1,12,0,0,17,0
70B,401,26,-0.10660838822314578,-218.33397908100255,2048,6157,-4.824544911613085,-20.586608388223148,0,0,0,0,0,0,8,0
70B,401,27,-0.06750769173731694,-138.2557526780251,2048,4869,-3.0550493830213035,-20.547507691737316,0,0,0,0,0,0,14,0
70B,401,28,-0.12371620932326133,-92.04485973650642,744,2006,-3.3745282832259473,-7.563716209323262,1,1,1,1,0,0,8,0
70B,401,29,-0.05857325343969445,-51.31017001317234,876,2380,-1.7336099884966496,-8.818573253439695,1,1,1,1,0,0,0,0
70B,401,30,-0.07152076633342772,-80.38934135877275,1124,2709,-2.3978130241991225,-11.311520766333429,1,1,1,9,0,0,21,0
70B,401,31,-0.043052673216545226,-32.80613699100746,762,1735,-1.1884409515710324,-7.663052673216545,1,1,1,1,1,0,4,0
70B,401,32,-0.04171256514905963,-52.26584413177172,1253,2634,-1.4765305375836708,-12.571712565149062,1,1,1,1,1,0,9,0
70B,401,33,-0.09442199363188476,-165.80502081758965,1756,5230,-3.9567209428734005,-17.654421993631882,1,1,1,1,0,0,5,0
70B,401,34,-0.04535606664933806,-43.58718005001388,961,2473,-1.40603806612948,-9.655356066649338,1,1,1,1,0,0,4,0
70B,401,35,-0.04791021157664249,-41.20278195591254,860,2316,-1.4050032032184259,-8.647910211576642,1,1,1,1,0,0,0,0
70B,401,36,-0.05598451597242002,-72.61191721622876,1297,3157,-2.0162199877939906,-13.025984515972421,1,1,1,1,0,0,19,0
70B,401,37,-0.09939694940177178,-91.44519344963004,920,3218,-3.0148587473293187,-9.299396949401773,1,1,1,1,0,0,0,0
70B,401,38,-0.06827166964574143,-124.93715545170681,1830,4774,-2.9205595702668985,-18.368271669645743,1,1,1,1,0,0,9,0
70B,401,39,-0.056776970055495805,-41.220080260289954,726,1768,-1.529820663549691,-7.316776970055495,1,1,1,1,1,0,2,0
70B,401,40,-0.10569289317101119,-164.4581417740934,1556,4916,-4.16917939283407,-15.66569289317101,1,1,1,1,0,0,8,0
70B,401,41,-0.06708032400119976,-106.52355451390522,1588,4734,-2.6731319740245203,-15.9470803240012,1,1,1,1,0,0,2,0
70B,401,42,-0.09477770998496692,-55.44496034120564,585,1677,-2.292366980076877,-5.944777709984967,1,1,1,1,1,0,0,0
70B,401,43,-0.08525055780418785,-134.18437798379168,1574,4222,-3.3822023995802235,-15.825250557804187,1,1,1,1,0,0,0,0
70B,401,44,-0.054289628031722936,-70.84796458139843,1305,3472,-1.9612010717743356,-13.104289628031724,1,1,1,1,1,0,18,0
70B,401,45,-0.048374963985594474,-63.177702965186384,1306,3101,-1.7482045376996012,-13.108374963985595,1,1,1,1,0,0,6,0
70B,401,46,-0.05211935333762266,-71.0907979525173,1364,3279,-1.9248912742128557,-13.692119353337624,1,1,1,1,0,0,19,0
70B,401,47,-0.07953693546497363,-106.34088271666974,1337,2754,-2.9082688881745598,-13.449536935464975,1,1,1,1,0,0,13,0
70B,402,0,-0.026062238636183437,-16.13252571579755,619,1677,-0.6484209550974442,-6.216062238636184,1,1,1,7,0,0,11,1
70B,402,1,-0.06808564404731236,-26.349144246309883,387,1164,-1.3394022756832777,-3.9380856440473124,1,1,1,7,0,0,0,1
70B,402,2,-0.039610471692010235,-18.77536358201285,474,1301,-0.8623810107327967,-4.779610471692011,1,1,1,7,0,0,5,1
70B,402,3,-0.07507830193302137,-24.325369826298925,324,912,-1.3514094347943848,-3.3150783019330214,1,1,1,7,0,0,0,1
70B,402,4,-0.06700586268771876,-27.137374388526098,405,1251,-1.3484669747468032,-4.117005862687718,1,1,1,7,0,0,0,1
70B,402,5,-0.03544841130714134,-14.604745458542233,412,1263,-0.7195241650219328,-4.155448411307141,1,1,1,7,0,0,0,1
70B,402,6,-0.028943488480524283,-18.92904146626288,654,1808,-0.7401840944158056,-6.5689434884805245,1,1,1,7,0,0,9,0
70B,402,7,-0.04173410805028618,-16.27630213961161,390,1194,-0.8241825963666395,-3.941734108050286,1,1,1,7,0,0,0,1
70B,402,8,-0.03177221250287018,-15.282434213880556,481,1465,-0.696819020553075,-4.841772212502871,1,1,1,7,0,3,0,1
70B,402,9,-0.03184659156867506,-14.553892346884503,457,1411,-0.6808023687574072,-4.601846591568675,1,1,1,7,0,3,0,1
70B,402,10,-0.03462086346230036,-16.167943236894267,467,1417,-0.7481631875939493,-4.7046208634623,1,1,1,7,0,3,0,1
70B,402,11,-0.02961730393589725,-11.106488975961469,375,1232,-0.5735366245164671,-3.7796173039358973,1,1,1,7,0,0,0,1
70B,402,12,-0.023044245787711852,-9.655538985051265,419,1357,-0.4717039469671154,-4.213044245787712,1,1,1,7,0,0,0,1
70B,402,13,-0.04373636064377455,-20.162462256780067,461,1221,-0.93905948732177,-4.653736360643775,1,1,1,7,0,0,4,1
70B,402,14,-0.05854773154521491,-24.59004724899026,420,1334,-1.1998714452048735,-4.258547731545215,1,1,1,7,0,0,0,1
70B,402,15,-0.046749554086834025,-22.06578952898566,472,1526,-1.01566028821354,-4.766749554086834,1,1,1,7,0,0,0,1
70B,402,16,-0.04150524879904186,-16.851131012410995,406,1238,-0.8363075900739921,-4.101505248799042,1,1,1,7,0,0,0,1
70B,402,17,-0.06812032847156822,-34.26452522119882,503,1511,-1.5277796676845772,-5.098120328471569,1,1,1,7,0,0,0,1
70B,402,18,-0.06102514330774038,-29.04796821448442,476,1458,-1.3314114401970563,-4.8210251433077405,1,1,1,7,0,0,0,1
70B,402,19,-0.06439618677385886,-23.247023425363047,361,1107,-1.2235275487033181,-3.674396186773859,1,1,1,7,0,0,0,1
70B,402,20,-0.054988183561531886,-21.610356139682033,393,1089,-1.0900982663223133,-3.984988183561532,1,1,1,7,0,0,0,1
70B,402,21,-0.0833504251212194,-39.758152782821654,477,1465,-1.820400762602174,-4.85335042512122,1,1,1,6,0,0,0,0
70B,402,22,-0.03165899742510029,-12.157055011238512,384,1224,-0.6203871156766577,-3.8716589974251003,1,1,1,7,0,0,0,1
70B,402,23,-0.03280410675864541,-14.696239827873143,448,1345,-0.6943320677199111,-4.5128041067586455,1,1,1,7,0,3,0,1
70B,402,24,-0.0345351368619505,-15.22999535612017,441,1154,-0.7252378741009605,-4.44453513686195,1,1,1,7,0,0,6,1
70B,402,25,-0.0338619608065575,-13.51092236181644,399,1229,-0.6763921373554468,-4.023861960806558,1,1,1,7,0,0,0,1
70B,402,26,-0.02967657420103795,-14.304108764900292,482,1241,-0.651534300817141,-4.849676574201038,1,1,1,7,0,0,9,1
70B,402,27,-0.05302119055606387,-21.261497412981612,401,1247,-1.0617485134630313,-4.063021190556063,1,1,1,7,0,0,0,1
70B,402,28,-0.0805962401695948,-32.64147726868589,405,1182,-1.6219680457510182,-4.130596240169595,1,1,1,7,0,0,0,1
70B,402,29,-0.020324670114315515,-11.483438614588266,565,1506,-0.4831118934775865,-5.670324670114316,1,1,1,7,0,0,9,1
70B,402,30,-0.07962285539064134,-34.715564950319624,436,1327,-1.6625740307859125,-4.439622855390642,1,1,1,7,0,0,0,1
70B,402,31,-0.026914078902915757,-12.703445242176237,472,1480,-0.5847234624904332,-4.746914078902916,1,1,1,7,0,0,5,1
70B,402,32,-0.05326919189208591,-23.33190604873363,438,1442,-1.1148415943613297,-4.4332691918920855,1,1,1,7,0,0,0,1
70B,402,33,-0.038893533998680445,-20.06906354331911,516,1475,-0.8834912592910923,-5.198893533998681,1,1,1,7,0,0,5,1
70B,402,34,-0.031956472842732064,-12.814545609935557,401,1261,-0.6399278699789976,-4.041956472842732,1,1,1,7,0,0,0,1
70B,402,35,-0.058873516772537375,-24.314762427057936,413,1337,-1.1964512416181685,-4.188873516772537,1,1,1,7,0,0,0,1
70B,402,36,-0.060846732089128816,-26.894255583394937,442,1235,-1.2792292852414646,-4.4808467320891285,1,1,1,7,0,3,0,1
70B,402,37,-0.07851760620649238,-28.34485584054375,361,1079,-1.4918345179233554,-3.688517606206492,1,1,1,7,0,0,0,1
70B,402,38,-0.02007924620798967,-10.662079736442514,531,1395,-0.46269484989272014,-5.3300792462079905,1,1,1,7,0,0,7,1
70B,402,39,-0.07411301773433475,-33.12851892724763,447,1486,-1.56692517714387,-4.544113017734334,1,1,1,7,0,0,0,1
70B,402,40,-0.02923794205316087,-12.835456561337622,439,1462,-0.6126029180197013,-4.419237942053161,1,1,1,7,0,0,0,1
70B,402,41,-0.03584309032811176,-17.419741899462316,486,1499,-0.7901755389752463,-4.895843090328112,1,1,1,7,0,3,0,1
70B,402,42,-0.0750849508963816,-26.955497371800995,359,1081,-1.4226567388337994,-3.6650849508963814,1,1,1,7,0,0,0,1
70B,402,43,-0.03587831768073103,-22.854488362625666,637,1636,-0.9055277985268337,-6.405878317680731,1,1,1,7,0,0,9,1
70B,402,44,-0.028692717759960292,-15.694916614698279,547,1518,-0.6710661760896977,-5.49869271775996,1,1,1,7,0,0,8,1
70B,402,45,-0.03315050777107626,-14.81827697367109,447,1365,-0.7008804505546177,-4.503150507771076,1,1,1,7,0,3,0,1
70B,402,46,-0.04971623288760751,-19.687628223492574,396,1191,-0.989340542868729,-4.009716232887607,1,1,1,7,0,0,0,1
70B,402,47,-0.03647428371354691,-16.048684833960642,440,1356,-0.7650910297887291,-4.436474283713547,1,1,1,7,0,0,0,1
70B,403,0,-0.07521545183544086,-38.13423408056852,507,1507,-1.6936007932120336,-5.145215451835441,1,1,1,1,0,0,0,0
70B,403,1,-0.0640724275277955,-32.164358618953344,502,1673,-1.4355655807349634,-5.084072427527796,1,1,1,1,0,0,0,0
70B,403,2,-0.0742440583601226,-39.34935093086498,530,1711,-1.7092265815110894,-5.374244058360122,1,1,1,1,0,0,0,0
70B,403,3,-0.04403985682228637,-23.473243686278636,533,1686,-1.016739047690384,-5.374039856822287,1,1,1,1,1,0,0,0
70B,403,4,-0.06328066496904843,-28.286457241164648,447,1498,-1.3379035181355396,-4.533280664969048,1,1,1,1,0,0,0,0
70B,403,5,-0.0494445107086621,-35.55060319952805,719,2586,-1.3258137805131087,-7.239444510708663,1,1,1,1,0,0,0,0
70B,403,6,-0.03699098969615292,-16.83090031174958,455,1310,-0.789044776935318,-4.586990989696153,1,1,1,1,0,0,0,0
70B,403,7,-0.03678355501068897,-26.189891167610547,712,2653,-0.9815076680738464,-7.156783555010689,1,1,1,1,0,0,0,0
70B,403,8,-0.07783190522994701,-39.84993547773287,512,1741,-1.7611349753844558,-5.197831905229947,1,1,1,1,0,0,0,0
70B,403,9,-0.037665151950009954,-21.921118434905793,582,1879,-0.9086595934478935,-5.85766515195001,1,1,1,1,1,0,0,0
70B,403,10,-0.04340629103674428,-24.871804764054474,573,1885,-1.0390345500500122,-5.7734062910367445,1,1,1,1,0,0,0,0
70B,403,11,-0.0649223121935962,-28.50089505298873,439,1418,-1.3602735042729663,-4.454922312193596,1,1,1,1,0,0,0,0
70B,403,12,-0.03435009510091684,-16.453695553339166,479,1457,-0.7517885387652121,-4.824350095100917,1,1,1,1,0,0,0,0
70B,403,13,-0.13337434733629103,-119.77016390798934,898,3091,-3.9967821358673876,-9.113374347336292,1,1,1,1,0,0,0,0
70B,403,14,-0.04226644873927144,-31.277172067060867,740,2442,-1.1497717120723576,-7.442266448739272,1,1,1,1,0,0,0,0
70B,403,15,-0.06734813082362051,-35.49246494404801,527,1616,-1.5460760564424085,-5.337348130823621,1,1,1,1,1,0,0,0
70B,403,16,-0.02758237936494305,-18.066458484037696,655,2396,-0.7059149464969003,-6.577582379364943,1,1,1,1,0,0,0,0
70B,403,17,-0.06241664652230892,-39.01040407644307,625,2038,-1.560416163057723,-6.312416646522309,1,1,1,1,1,0,0,0
70B,403,18,-0.1057178802926729,-72.9453374019443,690,2282,-2.776981535294641,-7.005717880292673,1,1,1,1,1,0,0,0
70B,403,19,-0.06625577059357156,-37.0369757618065,559,1864,-1.5664971655109758,-5.656255770593571,1,1,1,1,0,0,0,0
70B,403,20,-0.04679977772971963,-29.905057969290844,639,2175,-1.1830258095059432,-6.43679977772972,1,1,1,1,0,0,0,0
70B,403,21,-0.0333437689919742,-21.20663707889559,636,2349,-0.8408978581583669,-6.393343768991975,1,1,1,1,0,0,0,0
70B,403,22,-0.06964309122650321,-40.39299291137186,580,1711,-1.6772277395267967,-5.869643091226503,1,1,1,1,0,0,0,0
70B,403,23,-0.0799846265499454,-32.87368151202756,411,1261,-1.621539126589725,-4.189984626549946,1,1,1,1,0,0,0,0
70B,403,24,-0.037769709598983014,-15.107883839593207,400,1165,-0.7553941919796603,-4.037769709598983,1,1,1,1,0,0,0,0
70B,403,25,-0.07827187029431261,-48.29374397159088,617,2323,-1.9442329243614567,-6.248271870294313,1,1,1,1,0,0,0,0
70B,403,26,-0.059215110192294126,-36.00278699691483,608,2101,-1.4601058178269155,-6.1392151101922945,1,1,1,1,0,0,0,0
70B,403,27,-0.061046509076961124,-41.69476569956445,683,2394,-1.5954058708492422,-6.891046509076961,1,1,1,1,1,0,0,0
70B,403,28,-0.035579065088943436,-18.287639455716928,514,1432,-0.8066331970096958,-5.175579065088943,1,1,1,1,0,0,0,0
70B,403,29,-0.06810910512520905,-34.19077077285495,502,1735,-1.5260087813902983,-5.088109105125209,1,1,1,1,0,0,0,0
70B,403,30,-0.12912669359616216,-55.782731633542056,432,1473,-2.6838479270631797,-4.449126693596162,1,1,1,1,1,0,0,0
70B,403,31,-0.047064527594831575,-15.672487689078913,333,926,-0.8588470348800842,-3.3770645275948317,1,1,1,1,0,0,0,0
70B,403,32,-0.05420277104558511,-32.68427094048782,603,2182,-1.3310064066634435,-6.084202771045585,1,1,1,1,0,0,0,0
70B,403,33,-0.049774896318113056,-26.281145255963693,528,1659,-1.1437400404973421,-5.3297748963181135,1,1,1,1,1,0,0,0
70B,403,34,-0.0410357828292373,-27.78122497539365,677,2485,-1.0677192116003331,-6.811035782829237,1,1,1,1,0,0,0,0
70B,403,35,-0.07883972981351632,-34.374122198693115,436,1379,-1.646221888665607,-4.438839729813517,1,1,1,1,0,0,0,0
70B,403,36,-0.09975571549606536,-56.06271210878874,562,1822,-2.3648627780617946,-5.719755715496065,1,1,1,1,0,0,0,0
70B,403,37,-0.15470820972560712,-84.47068251018149,546,1636,-3.6150114889790226,-5.614708209725607,1,1,1,1,0,0,0,0
70B,403,38,-0.04321877954956568,-23.81354753181069,551,1675,-1.0144912326237374,-5.5532187795495656,1,1,1,1,0,0,0,0
70B,403,39,-0.052589157542183296,-27.504129394561865,523,1562,-1.202671606795142,-5.2825891575421835,1,1,1,1,0,0,0,0
70B,403,40,-0.04147780750738809,-18.125801880728595,437,1351,-0.8670746918956369,-4.411477807507389,1,1,1,1,0,0,0,0
70B,403,41,-0.04582723517169489,-32.583164207075065,711,2447,-1.2219641274422013,-7.155827235171695,1,1,1,1,0,0,0,0
70B,403,42,-0.111422967928695,-63.95678359107092,574,2147,-2.6695045695578763,-5.851422967928695,1,1,1,1,0,0,0,0
70B,403,43,-0.03197287367272689,-16.913650172872522,529,1672,-0.7353760944727183,-5.321972873672727,1,1,1,1,0,0,0,0
70B,403,44,-0.056794244475909465,-36.518699198009784,643,2238,-1.4401569116571868,-6.4867942444759095,1,1,1,1,0,0,0,0
70B,403,45,-0.13114662203430866,-103.99927127320677,793,2981,-3.6931224081406757,-8.06114662203431,1,1,1,1,0,0,0,0
70B,403,46,-0.02579170257903156,-12.5863508585674,488,1424,-0.5697573324666466,-4.905791702579031,1,1,1,1,0,0,0,0
70B,403,47,-0.09647285171499115,-53.4459598501051,554,1954,-2.2707012483778133,-5.636472851714991,1,1,1,1,1,0,0,0
70B,404,0,-0.09672946960974023,-22.151048540630512,229,957,-1.4637824895232214,-2.3867294696097403,1,1,1,1,1,0,0,1
70B,404,1,-0.0480705795288307,-11.969574302678843,249,1056,-0.75854095040622,-2.538070579528831,1,1,1,1,1,0,0,1
70B,404,2,-0.08633793754353065,-17.871953071510845,207,800,-1.242186607587207,-2.1563379375435305,1,1,1,1,1,0,0,1
70B,404,3,-0.08939472281880785,-20.560786248325805,230,977,-1.3557380969810657,-2.389394722818808,1,1,1,1,1,0,0,1
70B,404,4,-0.0819740559900692,-20.657462109497438,252,1100,-1.3012977966540464,-2.6019740559900693,1,1,1,1,1,0,0,1
70B,404,5,-0.09693636511931561,-22.10149124720396,228,989,-1.4637070148155749,-2.376936365119316,1,1,1,1,1,0,0,1
70B,404,6,-0.07710042884706642,-20.123211929084334,261,1178,-1.2455955481266001,-2.6871004288470663,1,1,1,1,0,0,0,1
70B,404,7,-0.04641653647865339,-12.346798703321802,266,1179,-0.7570308001708562,-2.7064165364786534,1,1,1,1,1,0,0,1
70B,404,8,-0.05289592707579857,-13.32977362310124,252,1057,-0.8396968104646262,-2.5728959270757987,1,1,1,1,1,0,0,1
70B,404,9,-0.04886246747786343,-12.411066739377311,254,1136,-0.7787395873579411,-2.5888624674778633,1,1,1,1,1,0,0,1
70B,404,10,-0.06494278155355573,-18.313864398102716,282,1185,-1.0905747544333795,-2.8849427815535558,1,1,1,1,1,0,0,1
70B,404,11,-0.04901389998971182,-14.802197796892969,302,1300,-0.8517707687194042,-3.0690138999897116,1,1,1,1,1,0,0,1
70B,404,12,-0.08517723879480449,-22.912677235802406,269,1202,-1.397010587054451,-2.7751772387948046,1,1,1,1,1,0,0,1
70B,404,13,-0.05915203988252931,-15.675290568870267,265,1138,-0.9629254451410294,-2.7091520398825293,1,1,1,1,0,0,0,1
70B,404,14,-0.0899410090481106,-19.24737593629567,214,905,-1.315723532220487,-2.229941009048111,1,1,1,1,1,0,0,1
70B,404,15,-0.04753229221639171,-11.69294388523236,246,1036,-0.7455148728380508,-2.507532292216392,1,1,1,1,1,0,0,1
70B,404,16,-0.032623129995754126,-8.22102875893004,252,1075,-0.5178761337437823,-2.5526231299957542,1,1,1,1,1,0,0,1
70B,404,17,-0.07360951870760621,-15.678827484720124,213,872,-1.0742955575863826,-2.203609518707606,1,1,1,1,1,0,0,1
70B,404,18,-0.06639309535769408,-15.867949790488886,239,1076,-1.0264123457806957,-2.456393095357694,1,1,1,1,1,0,0,1
70B,404,19,-0.06220611600253577,-12.316810968502082,198,794,-0.8753176405670946,-2.0422061160025358,1,1,1,1,1,0,0,1
70B,404,20,-0.04389630007745519,-10.535112018589246,240,1012,-0.6800385566404291,-2.443896300077455,1,1,1,1,1,0,0,1
70B,404,21,-0.043232926260040695,-11.19732790135054,259,1143,-0.6957681017900894,-2.6332329262600407,1,1,1,1,1,0,0,1
70B,404,22,-0.04785933277230533,-11.342661867036362,237,1034,-0.7367850628359883,-2.4178593327723052,1,1,1,1,1,0,0,1
70B,404,23,-0.07054546467526425,-18.835639068295556,267,1148,-1.1527223909200652,-2.740545464675264,1,1,1,1,1,0,0,1
70B,404,24,-0.05646737317372883,-14.342712786127123,254,1053,-0.8999418399084755,-2.596467373173729,1,1,1,1,0,0,0,1
70B,404,25,-0.07777738537844471,-17.577689095528505,226,928,-1.1692504859290869,-2.337777385378445,1,1,1,1,0,0,0,1
70B,404,26,-0.05548577464456942,-14.925673379389174,269,1161,-0.9100343672341372,-2.7454857746445693,1,1,1,1,0,0,0,1
70B,404,27,-0.07739637977139545,-16.17584337222165,209,826,-1.1189064825797894,-2.1673963797713953,1,1,1,1,1,0,0,0
70B,404,28,-0.05836618740422045,-12.081800792673633,207,814,-0.8397432043462146,-2.1283661874042203,1,1,1,1,1,0,0,1
70B,404,29,-0.04914657423747914,-13.220428469881888,269,1193,-0.806063750113062,-2.739146574237479,1,1,1,1,1,0,0,1
70B,404,30,-0.04672784044384391,-12.195966355843261,261,1063,-0.7549113656147538,-2.656727840443844,1,1,1,1,0,0,0,1
70B,404,31,-0.06043563104208924,-16.317620381364094,270,1177,-0.9930587519643518,-2.7604356310420894,1,1,1,1,1,0,0,1
70B,404,32,-0.03924294019004969,-11.30196677473431,288,1204,-0.6659747789299738,-2.9192429401900495,1,1,1,1,0,0,0,1
70B,404,33,-0.044002926231274136,-11.836787156212743,269,1177,-0.7217016503030338,-2.734002926231274,1,1,1,1,1,0,0,1
70B,404,34,-0.046993156744291886,-11.23136446188576,239,1009,-0.7264965730199056,-2.436993156744292,1,1,1,1,1,0,0,1
70B,404,35,-0.04278202276518567,-11.380018055539388,266,1138,-0.6977536753900405,-2.7027820227651858,1,1,1,1,1,0,0,1
70B,404,36,-0.05552015223917339,-13.102755928444921,236,980,-0.852916762585889,-2.415520152239173,1,1,1,1,1,0,0,1
70B,404,37,-0.0643487408672274,-14.478466695126166,225,918,-0.965231113008411,-2.3143487408672274,1,1,1,1,0,0,0,1
70B,404,38,-0.05954560685276821,-11.611393336289801,195,777,-0.8315091476439481,-2.009545606852768,1,1,1,1,1,0,0,1
70B,404,39,-0.06270097095051264,-14.73472817337047,235,1056,-0.9611876836301025,-2.412700970950513,1,1,1,1,1,0,0,1
70B,404,40,-0.06006764625252803,-15.437385086899702,257,1078,-0.9629576244383461,-2.630067646252528,1,1,1,1,0,0,0,1
70B,404,41,-0.07114994781964745,-14.087689668290196,198,835,-1.0011685096916672,-2.0511499478196473,1,1,1,1,1,0,0,1
70B,404,42,-0.05803991108817348,-15.264496616189625,263,1167,-0.9412491840152483,-2.688039911088173,1,1,1,1,1,0,0,1
70B,404,43,-0.09373660552559474,-23.246678170347494,248,1062,-1.476165539983344,-2.573736605525595,1,1,1,1,1,0,0,1
70B,404,44,-0.057249393413910846,-14.827592894202908,259,1045,-0.9213417927031917,-2.6472493934139107,1,1,1,1,1,0,0,1
70B,404,45,-0.06408467683041377,-13.393697457556478,209,824,-0.9264614256038086,-2.1540846768304136,1,1,1,1,1,0,0,1
70B,404,46,-0.05836143646464332,-15.407419226665837,264,1013,-0.9482611023769677,-2.6983614364646433,1,1,1,1,1,0,0,1
70B,404,47,-0.08707450485886196,-16.631230428042635,191,761,-1.2033935992498261,-1.997074504858862,1,1,1,1,1,0,0,1
70B,405,0,-0.026145749380169076,-4.418631645248574,169,716,-0.339894741942198,-1.716145749380169,1,1,1,2,0,0,0,1
70B,405,1,-0.061921634869166554,-12.074718799487478,195,852,-0.8646885732156547,-2.0119216348691666,1,1,1,2,0,0,0,1
70B,405,2,-0.03859261231238282,-9.57096785347094,248,1013,-0.6077570664527749,-2.518592612312383,1,1,1,2,0,0,0,1
70B,405,3,-0.03889378439624831,-10.112383943024561,260,1058,-0.6271434292186124,-2.6388937843962483,1,1,1,2,0,0,0,1
70B,405,4,-0.051160144836003354,-13.403957947032879,262,1118,-0.8280992874926896,-2.6711601448360036,1,1,1,2,1,0,0,1
70B,405,5,-0.04804524200549096,-10.714088967224484,223,935,-0.7174684643234579,-2.278045242005491,1,1,1,2,0,0,0,1
70B,405,6,-0.044911512835188676,-8.218806848839527,183,770,-0.6075516844529303,-1.8749115128351888,1,1,1,2,0,0,0,1
70B,405,7,-0.047074596776266776,-10.403485887554957,221,949,-0.69981419192828,-2.257074596776267,1,1,1,2,1,0,0,1
70B,405,8,-0.03610752894707443,-6.102172392055579,169,715,-0.4693978763119676,-1.7261075289470744,1,1,1,2,0,0,0,1
70B,405,9,-0.05499457089357664,-17.598262685944526,320,1333,-0.9837727912917498,-3.254994570893577,1,1,1,2,0,0,0,1
70B,405,10,-0.03542759621081771,-5.810125778574104,164,707,-0.45369459994294203,-1.6754275962108178,1,1,1,2,0,0,0,1
70B,405,11,-0.050664405988077046,-11.247498129353104,222,930,-0.7548826475523748,-2.2706644059880774,1,1,1,2,0,0,0,1
70B,405,12,-0.06186957246203198,-14.04439294888126,227,990,-0.9321590997442766,-2.331869572462032,1,1,1,2,0,0,0,1
70B,405,13,-0.03156635573074965,-5.3347141184966915,169,715,-0.4103626244997455,-1.7215663557307497,1,1,1,2,0,0,0,1
70B,405,14,-0.05009700116559893,-12.173571283240541,243,1068,-0.7809349619308916,-2.480097001165599,1,1,1,2,1,0,0,1
70B,405,15,-0.04958678020683612,-10.809918085090274,218,911,-0.7321400358806192,-2.2295867802068363,1,1,1,2,0,0,0,1
70B,405,16,-0.07487269597465254,-16.397120418448907,219,907,-1.1080147164863345,-2.2648726959746526,1,1,1,2,0,0,0,1
